credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,age_group,inactive_single_product,products_per_tenure,zero_balance,high_balance,balance_per_product,credit_score_band,early_customer,churn_risk_score
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,<30,False,1.25,0,1,121167.89,Fair,0,0
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,30-39,False,3.0,1,0,1.0,Poor,1,2
513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,60+,False,1.2,1,0,1.0,Poor,0,1
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,60+,True,1.1111111111111112,0,0,70656.48,Poor,0,1
660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,40-49,True,2.0,0,1,129902.21,Fair,1,2
637,France,Male,40,8,125470.81,1,1,1,174536.17,0,30-39,False,1.125,0,1,125471.81,Fair,0,0
672,France,Female,53,9,169406.33,4,1,1,147311.47,1,50-59,False,1.4444444444444444,0,1,42352.5825,Good,0,0
629,France,Male,32,2,0.0,2,0,1,77965.44,0,30-39,False,2.0,1,0,1.0,Fair,1,2
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,30-39,False,1.25,0,1,107042.3,Fair,0,0
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,30-39,False,1.1,0,0,95154.77,Very Good,0,0
516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,30-39,False,1.6666666666666665,0,1,72584.045,Poor,0,0
617,France,Female,27,4,0.0,2,0,0,190269.21,0,<30,False,1.5,1,0,1.0,Fair,0,1
700,France,Male,38,9,65962.63,1,1,1,100950.48,0,30-39,False,1.1111111111111112,0,0,65963.63,Good,0,0
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,30-39,False,1.1666666666666667,0,1,140419.81,Good,0,0
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,30-39,False,1.3333333333333333,0,1,139800.63,Good,0,0
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,40-49,False,1.2222222222222223,0,1,85894.92,Fair,0,0
686,France,Male,38,6,149238.97,1,1,1,97825.23,0,30-39,False,1.1666666666666667,0,1,149239.97,Good,0,0
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,50-59,True,1.25,0,1,163147.46,Poor,0,1
739,France,Female,37,8,0.0,2,1,0,191557.1,1,30-39,False,1.25,1,0,1.0,Good,0,1
627,France,Male,32,10,0.0,2,1,0,103287.62,0,30-39,False,1.2,1,0,1.0,Fair,0,1
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,30-39,False,1.1111111111111112,0,0,61483.47,Poor,0,0
512,France,Female,41,8,145150.28,1,1,0,64869.32,1,40-49,True,1.125,0,1,145151.28,Poor,0,1
774,France,Female,41,5,126670.37,1,1,0,102426.06,0,40-49,True,1.2,0,1,126671.37,Very Good,0,1
652,France,Female,40,8,84390.8,2,0,1,107876.2,0,30-39,False,1.25,0,0,42196.4,Fair,0,0
638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0,30-39,False,2.0,0,0,44865.43,Fair,1,1
475,France,Female,57,1,0.0,2,1,0,89248.99,0,50-59,False,3.0,1,0,1.0,Poor,1,2
567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0,30-39,True,1.25,0,1,118629.8,Poor,0,1
750,France,Male,37,3,0.0,2,1,0,16870.2,0,30-39,False,1.6666666666666665,1,0,1.0,Very Good,0,1
850,France,Male,39,6,96863.13,1,1,1,121681.19,0,30-39,False,1.1666666666666667,0,0,96864.13,Excellent,0,0
753,France,Female,38,6,142263.45,1,0,1,33730.43,0,30-39,False,1.1666666666666667,0,1,142264.45,Very Good,0,0
683,Spain,Female,36,7,0.0,2,1,0,104786.59,0,30-39,False,1.2857142857142856,1,0,1.0,Good,0,1
710,France,Female,32,3,0.0,1,1,0,94790.34,0,30-39,True,1.3333333333333333,1,0,1.0,Good,0,2
645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,<30,False,3.0,1,0,1.0,Fair,1,2
714,France,Male,28,6,122724.37,1,1,1,67057.27,0,<30,False,1.1666666666666667,0,1,122725.37,Good,0,0
696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,30-39,True,1.25,0,1,174903.26,Good,0,1
612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,<30,False,1.5,1,0,1.0,Fair,0,1
520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1,30-39,False,1.3333333333333333,0,1,108915.17,Poor,0,0
782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,<30,False,1.1,0,1,98053.66,Very Good,0,0
666,France,Male,46,5,123873.19,1,1,1,177844.06,0,40-49,False,1.2,0,1,123874.19,Fair,0,0
466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,50-59,False,2.5,0,1,37307.71,Poor,1,1
567,France,Female,45,4,0.0,2,0,1,121053.19,0,40-49,False,1.5,1,0,1.0,Poor,0,1
613,France,Male,20,3,0.0,2,1,1,149613.77,0,<30,False,1.6666666666666665,1,0,1.0,Fair,0,1
718,France,Male,37,8,0.0,2,1,1,142.81,0,30-39,False,1.25,1,0,1.0,Good,0,1
614,France,Female,37,8,75150.34,4,0,1,131766.67,1,30-39,False,1.5,0,0,18788.585,Fair,0,0
711,France,Male,38,10,0.0,2,0,0,53311.78,0,30-39,False,1.2,1,0,1.0,Good,0,1
691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,30-39,True,1.2,0,1,114754.76,Good,0,1
527,France,Male,32,0,0.0,1,1,0,109523.88,0,30-39,True,,1,0,1.0,Poor,1,3
476,France,Female,32,6,111871.93,1,0,0,112132.86,0,30-39,True,1.1666666666666667,0,1,111872.93,Poor,0,1
619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,40-49,False,,1,0,1.0,Fair,1,2
607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,30-39,True,1.25,0,1,135928.06,Fair,0,1
695,Spain,Male,44,8,0.0,2,1,1,70974.13,0,40-49,False,1.25,1,0,1.0,Good,0,1
653,France,Male,33,1,0.0,2,0,0,53379.52,0,30-39,False,3.0,1,0,1.0,Fair,1,2
677,France,Male,46,2,57037.74,1,1,1,158531.01,0,40-49,False,1.5,0,0,57038.74,Good,1,1
655,France,Female,50,10,0.0,4,1,0,179267.94,1,40-49,False,1.4,1,0,1.0,Fair,0,1
625,France,Female,52,2,79468.96,1,1,1,84606.03,0,50-59,False,1.5,0,0,79469.96,Fair,1,1
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,30-39,True,1.1428571428571428,0,1,121064.85,Good,0,1
734,France,Male,51,1,118537.47,1,1,1,116912.45,0,50-59,False,2.0,0,1,118538.47,Good,1,1
666,France,Male,39,10,0.0,2,1,0,102999.33,0,30-39,False,1.2,1,0,1.0,Fair,0,1
592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,<30,False,1.5,0,1,52542.035,Fair,0,0
564,France,Male,40,4,0.0,1,1,0,85455.62,1,30-39,True,1.25,1,0,1.0,Poor,0,2
814,France,Female,36,6,0.0,2,1,1,98657.01,0,30-39,False,1.3333333333333333,1,0,1.0,Excellent,0,1
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,30-39,False,2.0,0,1,52352.325,Fair,1,1
758,France,Female,50,2,95813.76,3,1,1,67944.09,1,40-49,False,2.5,0,0,31938.92,Very Good,1,1
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,60+,False,,0,1,83514.305,Fair,1,1
498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,60+,True,1.1428571428571428,0,1,102454.26,Poor,0,1
638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,<30,False,1.5,0,1,74023.725,Fair,0,0
558,France,Male,35,1,0.0,2,0,0,111687.57,0,30-39,False,3.0,1,0,1.0,Poor,1,2
756,France,Female,24,1,0.0,2,1,0,184182.25,0,<30,False,3.0,1,0,1.0,Very Good,1,2
782,Spain,Male,52,4,0.0,1,1,1,52759.82,1,50-59,False,1.25,1,0,1.0,Very Good,0,1
505,France,Male,34,10,104498.79,1,0,1,126451.14,0,30-39,False,1.1,0,1,104499.79,Poor,0,0
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,<30,False,1.3333333333333333,1,0,1.0,Good,0,1
801,France,Male,42,6,0.0,2,1,1,95804.33,0,40-49,False,1.3333333333333333,1,0,1.0,Excellent,0,1
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,<30,False,1.25,0,1,74772.26,Fair,0,0
716,France,Female,29,10,87946.39,1,1,1,182531.74,0,<30,False,1.1,0,0,87947.39,Good,0,0
624,France,Female,45,3,68639.57,1,1,0,168002.31,1,40-49,True,1.3333333333333333,0,0,68640.57,Fair,0,1
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,40-49,False,1.25,0,1,148827.32,Fair,0,0
827,France,Female,60,2,0.0,2,0,1,60615.83,0,50-59,False,2.0,1,0,1.0,Excellent,1,2
606,France,Male,61,5,108166.09,2,0,1,8643.21,0,60+,False,1.4,0,1,54084.045,Fair,0,0
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,30-39,True,1.2,0,1,103215.71,Good,0,1
651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,30-39,False,3.0,0,1,67381.105,Fair,1,1
691,France,Male,58,3,0.0,1,0,1,194930.3,1,50-59,False,1.3333333333333333,1,0,1.0,Good,0,1
573,France,Female,33,0,90124.64,1,1,0,137476.71,0,30-39,True,,0,0,90125.64,Poor,1,2
723,Spain,Male,38,6,0.0,2,1,1,94415.6,0,30-39,False,1.3333333333333333,1,0,1.0,Good,0,1
584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,40-49,False,1.3333333333333333,0,0,43681.51,Fair,0,0
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,40-49,True,1.125,0,1,111258.59,Poor,0,1
611,France,Female,61,3,131583.59,4,0,1,66238.23,1,60+,False,2.333333333333333,0,1,32896.8975,Fair,0,0
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,40-49,False,1.3333333333333333,0,0,31674.600000000002,Poor,0,0
850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,<30,False,3.0,1,0,1.0,Excellent,1,2
668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,30-39,False,1.4,0,0,40122.185,Fair,0,0
686,France,Female,43,0,0.0,1,1,1,170072.9,0,40-49,False,,1,0,1.0,Good,1,2
660,France,Male,50,1,0.0,3,1,1,191849.15,1,40-49,False,4.0,1,0,1.0,Fair,1,2
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,50-59,False,,0,1,122662.39,Good,1,1
524,France,Male,50,4,0.0,2,1,1,31840.59,1,40-49,False,1.5,1,0,1.0,Poor,0,1
645,France,Female,36,8,0.0,2,1,1,12096.61,1,30-39,False,1.25,1,0,1.0,Fair,0,1
850,France,Male,42,0,0.0,2,1,0,44165.84,0,40-49,False,,1,0,1.0,Excellent,1,2
537,France,Female,53,3,0.0,1,1,1,91406.62,0,50-59,False,1.3333333333333333,1,0,1.0,Poor,0,1
599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,40-49,False,1.2857142857142856,0,0,40872.42,Fair,0,0
727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,60+,False,1.125,1,0,1.0,Good,0,1
756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,<30,True,1.5,0,1,145128.85,Very Good,1,2
755,France,Male,38,9,148912.44,1,1,0,80416.16,0,30-39,True,1.1111111111111112,0,1,148913.44,Very Good,0,1
634,Spain,Female,41,4,0.0,2,1,1,164549.74,0,40-49,False,1.5,1,0,1.0,Fair,0,1
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,<30,False,1.5,0,0,44951.12,Excellent,0,0
727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,<30,False,1.25,0,1,59514.64,Good,0,0
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,30-39,False,2.0,0,1,52612.43,Poor,1,1
650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,<30,True,1.1666666666666667,1,0,1.0,Fair,0,2
655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,30-39,False,2.0,0,1,116115.93,Fair,1,1
763,France,Female,58,9,187911.55,1,0,1,35825.18,0,50-59,False,1.1111111111111112,0,1,187912.55,Very Good,0,0
843,France,Female,27,5,0.0,2,1,1,67494.23,0,<30,False,1.4,1,0,1.0,Excellent,0,1
667,France,Female,38,6,144432.04,1,1,1,73963.17,1,30-39,False,1.1666666666666667,0,1,144433.04,Fair,0,0
705,France,Female,50,4,77065.9,2,0,1,145159.26,0,40-49,False,1.5,0,0,38533.95,Good,0,0
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,<30,False,1.1666666666666667,0,1,180521.29,Fair,0,0
553,France,Male,42,1,0.0,2,0,0,23822.04,0,40-49,False,3.0,1,0,1.0,Poor,1,2
612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,40-49,False,1.1666666666666667,0,1,130025.87,Fair,0,0
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,30-39,True,1.5,0,1,110087.69,Fair,1,2
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,30-39,True,1.2,0,1,174854.46,Poor,0,1
680,France,Male,44,7,108724.98,1,0,1,72330.46,0,40-49,False,1.1428571428571428,0,1,108725.98,Good,0,0
711,France,Male,58,9,91285.13,2,1,1,26767.85,0,50-59,False,1.2222222222222223,0,0,45643.565,Good,0,0
689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,30-39,False,2.0,1,0,1.0,Good,1,2
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,50-59,False,1.2222222222222223,0,1,55306.205,Fair,0,0
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,50-59,True,1.2,0,1,102995.04,Poor,0,1
645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,30-39,False,1.5,0,0,29947.925,Fair,0,0
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,<30,True,1.125,0,1,149319.55,Fair,0,1
582,France,Female,32,1,116409.55,1,0,1,152790.92,0,30-39,False,2.0,0,1,116410.55,Fair,1,1
365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,<30,True,,0,1,127761.07,Poor,1,2
697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,30-39,False,1.1666666666666667,0,1,132592.36,Good,0,0
704,France,Male,31,0,0.0,2,1,0,183038.33,0,30-39,False,,1,0,1.0,Good,1,2
656,France,Female,46,5,113402.14,2,1,1,138849.06,0,40-49,False,1.4,0,1,56702.07,Fair,0,0
712,France,Female,31,7,0.0,2,1,0,170333.38,0,30-39,False,1.2857142857142856,1,0,1.0,Good,0,1
748,France,Male,40,0,0.0,1,0,0,60416.76,0,30-39,True,,1,0,1.0,Very Good,1,3
724,France,Male,28,9,0.0,2,1,1,100240.2,0,<30,False,1.2222222222222223,1,0,1.0,Good,0,1
691,France,Male,50,6,136953.47,1,1,1,2704.98,0,40-49,False,1.1666666666666667,0,1,136954.47,Good,0,0
563,France,Male,33,8,0.0,2,0,1,68815.05,0,30-39,False,1.25,1,0,1.0,Poor,0,1
741,France,Male,32,5,0.0,1,1,1,64839.23,0,30-39,False,1.2,1,0,1.0,Very Good,0,1
778,France,Male,44,8,123863.64,1,1,0,144494.94,0,40-49,True,1.125,0,1,123864.64,Very Good,0,1
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,<30,False,1.1428571428571428,0,1,120812.89,Excellent,0,0
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,30-39,False,1.5,0,1,148431.55,Fair,1,1
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,30-39,False,1.3333333333333333,0,0,23935.845,Poor,0,0
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,50-59,False,1.2857142857142856,0,1,75464.495,Good,0,0
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,40-49,True,1.1666666666666667,0,1,103164.35,Poor,0,1
633,France,Male,29,10,130206.28,1,1,0,184654.87,0,<30,True,1.1,0,1,130207.28,Fair,0,1
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,<30,False,1.5,0,1,68338.255,Excellent,0,0
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,30-39,False,1.5,0,1,200323.45,Fair,1,1
587,Spain,Male,48,1,0.0,2,1,1,8908.0,0,40-49,False,3.0,1,0,1.0,Fair,1,2
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,60+,False,1.1428571428571428,0,0,80928.56,Poor,0,0
680,France,Female,24,10,0.0,3,1,0,154971.63,1,<30,False,1.3,1,0,1.0,Good,0,1
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0,40-49,False,1.2222222222222223,1,0,1.0,Fair,0,1
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,<30,False,,0,1,71288.355,Fair,1,1
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,30-39,False,1.1428571428571428,0,1,160427.07,Fair,0,0
540,France,Male,25,5,116160.23,1,1,0,13411.67,0,<30,True,1.2,0,1,116161.23,Poor,0,1
635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,30-39,False,1.4,0,1,49342.735,Fair,0,0
657,France,Male,32,3,118829.03,2,1,1,73127.61,0,30-39,False,1.6666666666666665,0,1,59415.515,Fair,0,0
814,France,Male,31,1,118870.92,1,1,0,101704.19,0,30-39,True,2.0,0,1,118871.92,Excellent,1,2
600,France,Male,32,1,0.0,1,1,1,101986.16,0,30-39,False,2.0,1,0,1.0,Fair,1,2
682,France,Female,46,2,0.0,1,1,1,114442.66,0,40-49,False,1.5,1,0,1.0,Good,1,2
682,France,Male,38,4,107192.38,1,1,1,15669.17,0,30-39,False,1.25,0,1,107193.38,Good,0,0
566,France,Male,42,3,108010.78,1,1,1,157486.1,0,40-49,False,1.3333333333333333,0,1,108011.78,Poor,0,0
550,Spain,Male,34,3,0.0,2,0,0,131281.28,0,30-39,False,1.6666666666666665,1,0,1.0,Poor,0,1
630,France,Male,26,7,129837.72,2,0,1,197001.15,0,<30,False,1.2857142857142856,0,1,64919.86,Fair,0,0
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,50-59,False,2.333333333333333,0,1,26615.5775,Poor,0,0
486,France,Male,63,9,97009.15,1,1,1,85101.0,0,60+,False,1.1111111111111112,0,0,97010.15,Poor,0,0
762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,30-39,False,1.2222222222222223,0,1,61465.71,Very Good,0,0
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,40-49,False,1.6666666666666665,0,1,38075.2075,Good,0,0
498,France,Female,30,1,0.0,2,0,0,135795.53,0,<30,False,3.0,1,0,1.0,Poor,1,2
850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,40-49,True,1.125,1,0,1.0,Excellent,0,2
603,France,Male,35,6,128993.76,2,1,0,130483.56,0,30-39,False,1.3333333333333333,0,1,64497.88,Fair,0,0
551,France,Female,36,5,0.0,1,1,0,183479.12,0,30-39,True,1.2,1,0,1.0,Poor,0,2
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,<30,False,,0,1,92634.725,Fair,1,1
515,France,Female,28,9,0.0,2,0,0,94141.75,0,<30,False,1.2222222222222223,1,0,1.0,Poor,0,1
605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,<30,True,1.3333333333333333,0,1,116806.82,Fair,0,1
567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,<30,True,1.2,0,1,129751.68,Poor,0,1
568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,<30,False,2.0,0,1,64589.505,Poor,1,1
571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0,<30,False,1.3333333333333333,0,0,41254.36,Poor,0,0
634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,40-49,False,1.5,0,1,107248.69,Fair,1,1
768,Spain,Female,42,3,0.0,1,0,0,161242.99,1,40-49,True,1.3333333333333333,1,0,1.0,Very Good,0,2
554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,30-39,False,1.6666666666666665,0,1,78891.465,Poor,0,0
629,France,Male,35,1,172170.36,1,1,1,159777.37,0,30-39,False,2.0,0,1,172171.36,Fair,1,1
638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,40-49,False,2.0,1,0,1.0,Fair,1,2
576,France,Male,41,1,0.0,1,1,1,188274.6,0,40-49,False,2.0,1,0,1.0,Poor,1,2
661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,40-49,True,1.1111111111111112,0,0,75362.44,Fair,0,1
592,France,Female,27,4,0.0,2,1,1,183569.25,0,<30,False,1.5,1,0,1.0,Fair,0,1
702,Spain,Male,30,2,0.0,2,1,1,145537.32,0,<30,False,2.0,1,0,1.0,Good,1,2
647,France,Female,29,0,98263.46,2,1,0,164717.95,0,<30,False,,0,1,49132.73,Fair,1,1
593,France,Male,43,9,0.0,2,1,1,76357.43,0,40-49,False,1.2222222222222223,1,0,1.0,Fair,0,1
712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,30-39,False,1.6666666666666665,0,1,54655.395,Good,0,0
625,Spain,Female,31,8,0.0,2,1,0,151843.54,0,30-39,False,1.25,1,0,1.0,Fair,0,1
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,<30,False,1.1666666666666667,0,1,164366.44,Poor,0,0
637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,<30,True,1.2,0,1,98801.0,Fair,0,1
632,France,Male,27,4,193125.85,1,1,1,152665.85,0,<30,False,1.25,0,1,193126.85,Fair,0,0
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,<30,False,1.2,0,0,51523.75,Good,0,0
755,France,Male,23,5,84284.48,2,1,1,62851.6,0,<30,False,1.4,0,0,42143.24,Very Good,0,0
425,Spain,Female,39,5,0.0,2,1,0,140941.47,0,30-39,False,1.4,1,0,1.0,Poor,0,1
461,France,Male,51,9,119889.84,1,0,0,56767.67,1,50-59,True,1.1111111111111112,0,1,119890.84,Poor,0,1
745,France,Male,21,4,137910.45,1,1,1,177235.23,0,<30,False,1.25,0,1,137911.45,Very Good,0,0
616,France,Female,37,6,0.0,2,1,0,86242.18,0,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
587,France,Male,33,5,100116.82,1,1,0,34215.58,0,30-39,True,1.2,0,1,100117.82,Fair,0,1
850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,30-39,False,1.5,0,1,83042.075,Excellent,0,0
601,France,Female,38,0,0.0,2,1,0,165196.65,0,30-39,False,,1,0,1.0,Fair,1,2
730,Spain,Male,26,3,0.0,1,1,0,34542.41,0,<30,True,1.3333333333333333,1,0,1.0,Good,0,2
532,France,Male,44,3,148595.55,1,1,0,74838.64,1,40-49,True,1.3333333333333333,0,1,148596.55,Poor,0,1
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,50-59,False,2.0,0,0,47040.485,Excellent,1,1
779,Spain,Female,34,5,0.0,2,0,1,111676.63,0,30-39,False,1.4,1,0,1.0,Very Good,0,1
562,France,Male,29,9,0.0,1,1,1,25858.68,0,<30,False,1.1111111111111112,1,0,1.0,Poor,0,1
670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,30-39,False,2.5,0,1,54983.99333333334,Fair,1,1
729,France,Female,62,4,140549.4,1,1,0,30990.16,1,60+,True,1.25,0,1,140550.4,Good,0,1
767,France,Female,44,2,152509.25,1,1,1,136915.15,0,40-49,False,1.5,0,1,152510.25,Very Good,1,1
742,France,Female,28,2,191864.51,1,1,0,108457.99,1,<30,True,1.5,0,1,191865.51,Very Good,1,2
669,France,Female,44,8,96418.09,1,0,0,131609.48,1,40-49,True,1.125,0,0,96419.09,Fair,0,1
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,30-39,False,1.5,0,1,131946.94,Poor,1,1
586,France,Male,29,3,0.0,2,1,1,142238.54,0,<30,False,1.6666666666666665,1,0,1.0,Fair,0,1
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,<30,True,1.1111111111111112,0,1,142911.15,Fair,0,1
740,France,Female,37,7,0.0,2,1,1,194270.91,0,30-39,False,1.2857142857142856,1,0,1.0,Good,0,1
584,France,Male,35,3,146311.58,1,1,1,105443.47,0,30-39,False,1.3333333333333333,0,1,146312.58,Fair,0,0
524,France,Male,52,2,87894.26,1,1,0,173899.42,1,50-59,True,1.5,0,0,87895.26,Poor,1,2
614,France,Female,19,5,97445.49,2,1,0,122823.34,0,<30,False,1.4,0,1,48723.745,Fair,0,0
598,France,Female,64,9,0.0,1,0,1,13181.37,1,60+,False,1.1111111111111112,1,0,1.0,Fair,0,1
799,Spain,Male,35,7,0.0,2,0,1,140780.8,0,30-39,False,1.2857142857142856,1,0,1.0,Very Good,0,1
724,France,Male,34,2,154485.74,2,0,0,78560.64,0,30-39,False,2.0,0,1,77243.87,Good,1,1
601,France,Male,50,2,115625.07,1,1,0,185855.21,0,40-49,True,1.5,0,1,115626.07,Fair,1,2
804,France,Male,25,7,108396.67,1,1,0,128276.95,0,<30,True,1.1428571428571428,0,1,108397.67,Excellent,0,1
745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0,30-39,False,1.4,0,0,32548.705,Very Good,0,0
667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,40-49,True,2.0,0,1,103019.45,Fair,1,2
518,France,Female,38,10,84764.79,1,1,1,162253.9,0,30-39,False,1.1,0,0,84765.79,Poor,0,0
819,France,Female,38,10,0.0,2,1,0,30498.7,0,30-39,False,1.2,1,0,1.0,Excellent,0,1
520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,30-39,False,1.25,0,1,115681.81,Poor,0,0
625,France,Female,39,5,0.0,2,1,0,32615.21,0,30-39,False,1.4,1,0,1.0,Fair,0,1
673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0,30-39,False,1.4,0,0,36545.03,Good,0,0
656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0,<30,False,1.6666666666666665,0,1,75453.515,Fair,0,0
850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,<30,False,1.1111111111111112,0,1,143055.85,Excellent,0,0
574,Spain,Female,28,7,0.0,2,0,0,185660.3,0,<30,False,1.2857142857142856,1,0,1.0,Poor,0,1
679,France,Male,60,6,0.0,2,1,1,77331.77,0,50-59,False,1.3333333333333333,1,0,1.0,Good,0,1
530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,40-49,False,,0,1,99949.45,Poor,1,1
508,France,Male,44,3,115451.05,2,0,0,67234.33,0,40-49,False,1.6666666666666665,0,1,57726.525,Poor,0,0
558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0,30-39,False,1.25,0,1,108236.91,Poor,0,0
414,France,Male,38,8,0.0,1,0,1,77661.12,1,30-39,False,1.125,1,0,1.0,Poor,0,1
648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,40-49,False,2.0,0,1,49398.805,Fair,1,1
721,France,Female,37,1,0.0,2,1,0,70810.8,0,30-39,False,3.0,1,0,1.0,Good,1,2
751,France,Male,31,8,0.0,2,0,0,17550.49,0,30-39,False,1.25,1,0,1.0,Very Good,0,1
662,France,Male,34,2,0.0,2,0,1,21497.27,0,30-39,False,2.0,1,0,1.0,Fair,1,2
628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0,<30,False,1.6666666666666665,0,1,56574.49,Fair,0,0
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,30-39,False,1.375,0,1,54178.380000000005,Fair,0,0
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0,30-39,False,,0,0,92054.44,Good,1,1
