credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,age_group,inactive_single_product,products_per_tenure,zero_balance,high_balance,balance_per_product,credit_score_band,early_customer,churn_risk_score
689,38,6,121021.05,1,1,1,12182.15,30-39,False,1.1666666666666667,0,1,121022.05,Good,0,0
697,48,1,0.0,2,1,1,87400.53,40-49,False,3.0,1,0,1.0,Good,1,2
698,40,8,150777.1,1,1,0,114732.62,30-39,True,1.125,0,1,150778.1,Good,0,1
479,51,1,107714.74,3,1,0,86128.21,50-59,False,4.0,0,1,35905.91333333334,Poor,1,1
838,35,0,0.0,2,0,1,197305.91,30-39,False,,1,0,1.0,Excellent,1,2
626,21,1,0.0,2,1,0,66232.23,<30,False,3.0,1,0,1.0,Fair,1,2
761,31,7,0.0,3,1,1,166698.18,30-39,False,1.4285714285714286,1,0,1.0,Very Good,0,1
639,35,8,0.0,2,1,0,170483.9,30-39,False,1.25,1,0,1.0,Fair,0,1
473,48,8,0.0,2,1,0,71139.8,40-49,False,1.25,1,0,1.0,Poor,0,1
646,57,6,90212.0,1,1,0,13911.27,50-59,True,1.1666666666666667,0,0,90213.0,Fair,0,1
637,50,4,126345.55,1,0,1,17323.0,40-49,False,1.25,0,1,126346.55,Fair,0,0
716,66,5,121411.9,1,0,0,10070.4,60+,True,1.2,0,1,121412.9,Good,0,1
652,33,7,128135.99,1,1,0,158437.73,30-39,True,1.1428571428571428,0,1,128136.99,Fair,0,1
588,21,8,0.0,2,1,1,110114.19,<30,False,1.25,1,0,1.0,Fair,0,1
664,31,9,114519.57,2,0,1,79222.02,30-39,False,1.2222222222222223,0,1,57260.785,Fair,0,0
685,33,6,0.0,1,1,0,58458.26,30-39,True,1.1666666666666667,1,0,1.0,Good,0,2
578,28,4,0.0,2,0,0,6947.09,<30,False,1.5,1,0,1.0,Poor,0,1
659,29,6,123192.12,1,1,1,56971.41,<30,False,1.1666666666666667,0,1,123193.12,Fair,0,0
693,39,0,0.0,2,0,0,81901.6,30-39,False,,1,0,1.0,Good,1,2
543,36,3,0.0,2,0,0,26019.59,30-39,False,1.6666666666666663,1,0,1.0,Poor,0,1
529,35,5,0.0,2,1,0,56518.0,30-39,False,1.4,1,0,1.0,Poor,0,1
717,33,10,102185.42,2,1,0,23231.93,30-39,False,1.2,0,1,51093.71,Good,0,0
850,39,2,0.0,2,1,0,179451.42,30-39,False,2.0,1,0,1.0,Excellent,1,2
553,32,3,116324.53,1,1,0,77304.49,30-39,True,1.3333333333333333,0,1,116325.53,Poor,0,1
534,23,5,104822.45,1,0,1,160176.47,<30,False,1.2,0,1,104823.45,Poor,0,0
567,45,1,157320.51,1,1,0,62193.92,40-49,True,2.0,0,1,157321.51,Poor,1,2
718,29,3,0.0,1,0,1,134462.29,<30,False,1.3333333333333333,1,0,1.0,Good,0,1
738,37,7,140950.92,2,1,0,195333.98,30-39,False,1.2857142857142856,0,1,70476.46,Good,0,0
650,55,9,119618.42,1,1,1,29861.13,50-59,False,1.1111111111111112,0,1,119619.42,Fair,0,0
771,18,1,0.0,2,0,0,41542.95,<30,False,3.0,1,0,1.0,Very Good,1,2
597,39,8,162532.14,3,1,0,36051.46,30-39,False,1.375,0,1,54178.380000000005,Fair,0,0
543,57,1,106138.33,2,1,1,120657.32,50-59,False,3.0,0,1,53070.165,Poor,1,1
651,33,1,96834.78,1,1,0,108764.69,30-39,True,2.0,0,0,96835.78,Fair,1,2
720,23,0,187861.18,2,1,1,104120.17,<30,False,,0,1,93931.59,Good,1,1
430,60,7,73937.02,1,1,0,161937.62,50-59,True,1.1428571428571428,0,0,73938.02,Poor,0,1
645,28,7,117466.03,2,1,1,34490.06,<30,False,1.2857142857142856,0,1,58734.015,Fair,0,0
766,44,3,116822.7,1,0,0,197643.24,40-49,True,1.3333333333333333,0,1,116823.7,Very Good,0,1
603,31,8,0.0,2,1,1,169915.02,30-39,False,1.25,1,0,1.0,Fair,0,1
589,37,5,0.0,1,1,0,61324.87,30-39,True,1.2,1,0,1.0,Fair,0,2
559,67,9,125919.35,1,1,0,175910.95,60+,True,1.1111111111111112,0,1,125920.35,Poor,0,1
687,38,4,117633.28,1,0,1,88396.6,30-39,False,1.25,0,1,117634.28,Good,0,0
809,24,4,0.0,2,1,0,193518.76,<30,False,1.5,1,0,1.0,Excellent,0,1
670,40,3,47364.45,1,1,1,148579.43,30-39,False,1.3333333333333333,0,0,47365.45,Fair,0,0
619,31,2,56116.3,2,0,0,2181.94,30-39,False,2.0,0,0,28059.15,Fair,1,1
710,75,5,0.0,2,1,1,9376.89,60+,False,1.4,1,0,1.0,Good,0,1
776,29,5,0.0,2,1,1,143301.49,<30,False,1.4,1,0,1.0,Very Good,0,1
682,54,0,83102.72,2,1,1,54132.93,50-59,False,,0,0,41552.36,Good,1,1
662,41,4,90350.77,1,1,0,75884.65,40-49,True,1.25,0,0,90351.77,Fair,0,1
516,27,1,0.0,1,0,1,112311.15,<30,False,2.0,1,0,1.0,Poor,1,2
734,22,5,130056.23,1,0,0,121894.31,<30,True,1.2,0,1,130057.23,Good,0,1
604,40,1,84315.02,1,0,0,36209.1,30-39,True,2.0,0,0,84316.02,Fair,1,2
587,40,5,138241.9,2,1,0,159418.1,30-39,False,1.4,0,1,69121.95,Fair,0,0
585,55,10,106415.57,3,1,1,122960.98,50-59,False,1.3,0,1,35472.85666666667,Fair,0,0
792,40,7,0.0,1,1,0,141652.2,30-39,True,1.1428571428571428,1,0,1.0,Very Good,0,2
753,33,5,122568.05,2,1,1,82820.85,30-39,False,1.4,0,1,61285.025,Very Good,0,0
575,31,6,0.0,2,1,1,95686.42,30-39,False,1.3333333333333333,1,0,1.0,Poor,0,1
776,33,2,0.0,2,1,1,176921.0,30-39,False,2.0,1,0,1.0,Very Good,1,2
762,28,2,0.0,2,1,0,167909.52,<30,False,2.0,1,0,1.0,Very Good,1,2
675,32,2,155663.31,1,1,0,97658.66,30-39,True,1.5,0,1,155664.31,Good,1,2
649,41,0,0.0,2,0,1,130567.02,40-49,False,,1,0,1.0,Fair,1,2
593,29,5,101713.84,3,1,0,134594.99,<30,False,1.6,0,1,33905.613333333335,Fair,0,0
781,35,1,0.0,2,0,0,42117.9,30-39,False,3.0,1,0,1.0,Very Good,1,2
698,38,1,171848.38,1,0,0,16957.45,30-39,True,2.0,0,1,171849.38,Good,1,2
629,37,10,99546.25,3,0,1,25136.95,30-39,False,1.3,0,1,33183.083333333336,Fair,0,0
733,34,3,100337.96,3,1,0,48559.19,30-39,False,2.0,0,1,33446.98666666667,Good,0,0
547,43,1,92350.36,1,0,1,80262.91,40-49,False,2.0,0,0,92351.36,Poor,1,1
663,33,8,122528.18,1,1,0,196260.3,30-39,True,1.125,0,1,122529.18,Fair,0,1
611,40,8,100812.33,2,1,0,147358.27,30-39,False,1.25,0,1,50407.165,Fair,0,0
850,53,2,94078.97,2,1,0,36980.54,50-59,False,2.0,0,0,47040.485,Excellent,1,1
648,54,9,120633.42,1,0,0,5924.38,50-59,True,1.1111111111111112,0,1,120634.42,Fair,0,1
675,38,1,104016.88,1,0,0,22068.83,30-39,True,2.0,0,1,104017.88,Good,1,2
410,35,7,117183.74,1,1,1,109733.73,30-39,False,1.1428571428571428,0,1,117184.74,Poor,0,0
634,44,9,149961.11,1,1,0,57121.51,40-49,True,1.1111111111111112,0,1,149962.11,Fair,0,1
510,65,2,0.0,2,1,1,48071.61,60+,False,2.0,1,0,1.0,Poor,1,2
759,39,6,0.0,2,1,1,140497.67,30-39,False,1.3333333333333333,1,0,1.0,Very Good,0,1
727,34,10,0.0,2,1,1,198637.34,30-39,False,1.2,1,0,1.0,Good,0,1
678,54,1,123699.28,2,0,1,105221.76,50-59,False,3.0,0,1,61850.64,Good,1,1
685,30,2,0.0,3,1,1,172576.43,<30,False,2.5,1,0,1.0,Good,1,2
516,42,8,56228.25,1,1,0,46857.52,40-49,True,1.125,0,0,56229.25,Poor,0,1
650,35,3,165982.43,2,1,1,24482.16,30-39,False,1.6666666666666663,0,1,82992.215,Fair,0,0
743,46,9,0.0,1,1,0,113436.08,40-49,True,1.1111111111111112,1,0,1.0,Very Good,0,2
517,37,5,113308.84,1,0,1,31517.16,30-39,False,1.2,0,1,113309.84,Poor,0,0
701,43,2,160416.56,1,0,1,37266.43,40-49,False,1.5,0,1,160417.56,Good,1,1
608,48,2,127924.25,2,1,0,32202.61,40-49,False,2.0,0,1,63963.125,Fair,1,1
645,37,2,136925.09,2,0,1,153400.24,30-39,False,2.0,0,1,68463.545,Fair,1,1
644,40,4,77270.08,2,1,1,115800.1,30-39,False,1.5,0,0,38636.04,Fair,0,0
740,37,9,0.0,2,1,1,73225.31,30-39,False,1.2222222222222223,1,0,1.0,Good,0,1
637,38,3,104339.56,1,0,0,119882.86,30-39,True,1.3333333333333333,0,1,104340.56,Fair,0,1
850,41,8,60880.68,1,1,0,31825.84,40-49,True,1.125,0,0,60881.68,Excellent,0,1
452,60,6,121730.49,1,1,1,142963.29,50-59,False,1.1666666666666667,0,1,121731.49,Poor,0,0
806,36,8,167983.17,2,1,1,106714.28,30-39,False,1.25,0,1,83992.585,Excellent,0,0
622,41,9,0.0,2,1,1,155786.39,40-49,False,1.2222222222222223,1,0,1.0,Fair,0,1
715,41,4,94267.9,1,0,1,152821.12,40-49,False,1.25,0,0,94268.9,Good,0,0
698,48,4,101238.24,2,0,1,177815.87,40-49,False,1.5,0,1,50620.12,Good,0,0
688,54,9,0.0,1,1,0,191212.63,50-59,True,1.1111111111111112,1,0,1.0,Good,0,2
649,39,3,113096.41,1,1,1,60335.24,30-39,False,1.3333333333333333,0,1,113097.41,Fair,0,0
711,51,7,0.0,3,1,0,38409.79,50-59,False,1.4285714285714286,1,0,1.0,Good,0,1
684,63,3,81245.79,1,1,0,69643.31,60+,True,1.3333333333333333,0,0,81246.79,Good,0,1
592,37,9,0.0,3,1,1,10656.89,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
603,39,9,76769.68,1,0,0,48224.72,30-39,True,1.1111111111111112,0,0,76770.68,Fair,0,1
787,46,7,117685.31,2,1,1,93360.35,40-49,False,1.2857142857142856,0,1,58843.655,Very Good,0,0
782,33,7,191523.09,1,1,1,167058.75,30-39,False,1.1428571428571428,0,1,191524.09,Very Good,0,0
631,34,6,125227.82,2,0,1,128247.03,30-39,False,1.3333333333333333,0,1,62614.91,Fair,0,0
724,31,2,160997.54,2,0,1,64831.36,30-39,False,2.0,0,1,80499.77,Good,1,1
570,50,5,129293.74,1,1,0,177805.44,40-49,True,1.2,0,1,129294.74,Poor,0,1
792,50,4,146710.76,1,1,0,16528.4,40-49,True,1.25,0,1,146711.76,Very Good,0,1
521,61,0,125193.96,1,1,1,109356.53,60+,False,,0,1,125194.96,Poor,1,1
785,55,5,0.0,2,1,1,7008.65,50-59,False,1.4,1,0,1.0,Very Good,0,1
660,31,1,84560.04,1,1,1,137784.25,30-39,False,2.0,0,0,84561.04,Fair,1,1
548,32,2,172448.77,1,1,0,188083.77,30-39,True,1.5,0,1,172449.77,Poor,1,2
766,36,5,78381.13,1,0,1,153831.6,30-39,False,1.2,0,0,78382.13,Very Good,0,0
612,26,4,0.0,2,1,1,179780.74,<30,False,1.5,1,0,1.0,Fair,0,1
599,39,4,0.0,1,1,0,194273.2,30-39,True,1.25,1,0,1.0,Fair,0,2
690,26,5,157624.84,1,1,1,49599.27,<30,False,1.2,0,1,157625.84,Good,0,0
623,44,6,0.0,2,0,0,167162.43,40-49,False,1.3333333333333333,1,0,1.0,Fair,0,1
662,38,0,105271.56,1,0,1,179833.45,30-39,False,,0,1,105272.56,Fair,1,1
585,30,6,0.0,2,1,1,137757.69,<30,False,1.3333333333333333,1,0,1.0,Fair,0,1
632,49,5,167962.7,1,0,0,140201.21,40-49,True,1.2,0,1,167963.7,Fair,0,1
715,35,3,0.0,1,1,1,152012.36,30-39,False,1.3333333333333333,1,0,1.0,Good,0,1
713,59,3,0.0,2,1,1,62700.08,50-59,False,1.6666666666666663,1,0,1.0,Good,0,1
583,29,10,0.0,2,1,1,111285.85,<30,False,1.2,1,0,1.0,Fair,0,1
659,32,9,95377.13,1,0,1,187551.24,30-39,False,1.1111111111111112,0,0,95378.13,Fair,0,0
749,32,7,79523.13,1,0,1,157648.12,30-39,False,1.1428571428571428,0,0,79524.13,Very Good,0,0
766,30,4,127786.28,2,1,1,28879.3,<30,False,1.5,0,1,63894.14,Very Good,0,0
553,42,7,0.0,2,1,0,7680.23,40-49,False,1.2857142857142856,1,0,1.0,Poor,0,1
614,35,6,128100.28,1,0,0,69454.24,30-39,True,1.1666666666666667,0,1,128101.28,Fair,0,1
715,40,7,0.0,1,1,1,141359.11,30-39,False,1.1428571428571428,1,0,1.0,Good,0,1
695,28,5,171069.39,2,1,1,88689.4,<30,False,1.4,0,1,85535.695,Good,0,0
554,35,10,74988.59,2,0,1,190155.13,30-39,False,1.2,0,0,37495.295,Poor,0,0
575,29,4,121823.4,2,1,1,50368.87,<30,False,1.5,0,1,60912.7,Poor,0,0
477,30,6,131286.46,1,1,0,194144.45,<30,True,1.1666666666666667,0,1,131287.46,Poor,0,1
629,59,9,113657.83,1,1,1,116848.79,50-59,False,1.1111111111111112,0,1,113658.83,Fair,0,0
797,31,8,0.0,2,1,0,117916.63,30-39,False,1.25,1,0,1.0,Very Good,0,1
531,31,3,96288.26,1,1,0,56794.73,30-39,True,1.3333333333333333,0,0,96289.26,Poor,0,1
508,54,10,0.0,1,1,1,175749.36,50-59,False,1.1,1,0,1.0,Poor,0,1
617,79,7,0.0,1,1,1,160589.18,60+,False,1.1428571428571428,1,0,1.0,Fair,0,1
806,40,5,80613.93,1,1,1,142838.64,30-39,False,1.2,0,0,80614.93,Excellent,0,0
578,34,8,147487.23,2,1,0,66680.77,30-39,False,1.25,0,1,73744.615,Poor,0,0
681,37,6,121231.39,1,1,1,146366.08,30-39,False,1.1666666666666667,0,1,121232.39,Good,0,0
644,39,9,0.0,1,1,0,3740.93,30-39,True,1.1111111111111112,1,0,1.0,Fair,0,2
724,28,9,0.0,2,1,1,100240.2,<30,False,1.2222222222222223,1,0,1.0,Good,0,1
732,41,8,0.0,2,1,1,170886.17,40-49,False,1.25,1,0,1.0,Good,0,1
622,33,3,96926.12,2,1,0,48553.77,30-39,False,1.6666666666666663,0,0,48464.06,Fair,0,0
554,55,0,108477.27,1,0,1,140003.0,50-59,False,,0,1,108478.27,Poor,1,1
705,48,1,156848.13,2,1,1,99475.95,40-49,False,3.0,0,1,78425.065,Good,1,1
589,32,2,0.0,2,0,1,9468.64,30-39,False,2.0,1,0,1.0,Fair,1,2
546,42,9,86351.85,2,1,0,57380.13,40-49,False,1.2222222222222223,0,0,43176.925,Poor,0,0
686,38,6,149238.97,1,1,1,97825.23,30-39,False,1.1666666666666667,0,1,149239.97,Good,0,0
645,38,5,101430.3,2,0,1,4400.32,30-39,False,1.4,0,1,50716.15,Fair,0,0
783,44,3,81811.71,1,1,0,164213.53,40-49,True,1.3333333333333333,0,0,81812.71,Very Good,0,1
619,38,1,0.0,1,1,0,112442.63,30-39,True,2.0,1,0,1.0,Fair,1,3
509,25,3,108738.71,2,1,0,106920.57,<30,False,1.6666666666666663,0,1,54370.355,Poor,0,0
740,40,4,114318.78,2,1,0,129333.69,30-39,False,1.5,0,1,57160.39,Good,0,0
541,37,9,212314.03,1,0,1,148814.54,30-39,False,1.1111111111111112,0,1,212315.03,Poor,0,0
535,49,7,115309.75,1,1,0,111421.77,40-49,True,1.1428571428571428,0,1,115310.75,Poor,0,1
695,42,5,0.0,1,0,1,72172.13,40-49,False,1.2,1,0,1.0,Good,0,1
492,52,8,125396.24,1,1,0,10014.72,50-59,True,1.125,0,1,125397.24,Poor,0,1
634,37,7,51582.5,2,1,1,184312.88,30-39,False,1.2857142857142856,0,0,25792.25,Fair,0,0
623,28,4,0.0,2,1,0,41227.67,<30,False,1.5,1,0,1.0,Fair,0,1
746,47,8,142382.03,1,1,1,62086.62,40-49,False,1.125,0,1,142383.03,Very Good,0,0
652,48,4,59486.31,1,1,0,163944.18,40-49,True,1.25,0,0,59487.31,Fair,0,1
717,39,6,0.0,2,1,0,93275.61,30-39,False,1.3333333333333333,1,0,1.0,Good,0,1
569,34,3,0.0,1,1,0,133997.53,30-39,True,1.3333333333333333,1,0,1.0,Poor,0,2
574,36,1,0.0,2,0,1,71709.12,30-39,False,3.0,1,0,1.0,Poor,1,2
660,48,0,90044.32,2,0,1,187604.97,40-49,False,,0,0,45023.16,Fair,1,1
548,36,2,108913.84,2,1,1,140460.01,30-39,False,2.0,0,1,54457.92,Poor,1,1
771,45,0,139825.56,1,0,0,170984.97,40-49,True,,0,1,139826.56,Very Good,1,2
505,37,6,159863.9,2,0,1,125307.87,30-39,False,1.3333333333333333,0,1,79932.95,Poor,0,0
458,43,1,106870.12,2,1,0,100564.37,40-49,False,3.0,0,1,53436.06,Poor,1,1
653,27,9,0.0,2,1,0,96429.29,<30,False,1.2222222222222223,1,0,1.0,Fair,0,1
517,56,9,142147.32,1,0,0,39488.04,50-59,True,1.1111111111111112,0,1,142148.32,Poor,0,1
665,42,2,156371.61,2,0,1,156774.94,40-49,False,2.0,0,1,78186.805,Fair,1,1
507,29,6,0.0,2,0,1,94780.9,<30,False,1.3333333333333333,1,0,1.0,Poor,0,1
727,18,4,133550.67,1,1,1,46941.41,<30,False,1.25,0,1,133551.67,Good,0,0
687,29,4,78939.15,1,1,0,122134.56,<30,True,1.25,0,0,78940.15,Good,0,1
655,35,1,82231.51,2,1,0,88798.02,30-39,False,3.0,0,0,41116.755,Fair,1,1
452,35,7,0.0,2,1,0,164241.67,30-39,False,1.2857142857142856,1,0,1.0,Poor,0,1
554,45,6,0.0,2,1,1,181204.5,40-49,False,1.3333333333333333,1,0,1.0,Poor,0,1
754,38,2,0.0,2,1,0,180698.32,30-39,False,2.0,1,0,1.0,Very Good,1,2
456,29,5,107000.49,1,1,1,153419.62,<30,False,1.2,0,1,107001.49,Poor,0,0
771,56,2,0.0,1,1,1,25222.6,50-59,False,1.5,1,0,1.0,Very Good,1,2
666,71,1,53013.29,2,1,1,112222.64,60+,False,3.0,0,0,26507.645,Fair,1,1
572,48,3,152827.99,1,1,0,38411.79,40-49,True,1.3333333333333333,0,1,152828.99,Poor,0,1
580,23,5,113923.81,2,0,0,196241.43,<30,False,1.4,0,1,56962.905,Poor,0,0
618,40,0,140306.38,1,1,0,160618.61,30-39,True,,0,1,140307.38,Fair,1,2
521,38,5,110641.18,1,0,1,136507.69,30-39,False,1.2,0,1,110642.18,Poor,0,0
564,37,9,100252.18,1,1,1,146033.52,30-39,False,1.1111111111111112,0,1,100253.18,Poor,0,0
528,31,9,120962.59,1,1,0,5419.31,30-39,True,1.1111111111111112,0,1,120963.59,Poor,0,1
591,42,9,161651.37,2,1,1,131753.97,40-49,False,1.2222222222222223,0,1,80826.685,Fair,0,0
631,26,1,149144.61,1,0,1,123697.95,<30,False,2.0,0,1,149145.61,Fair,1,1
627,43,8,71240.3,1,0,1,127734.16,40-49,False,1.125,0,0,71241.3,Fair,0,0
609,31,9,103837.75,1,1,1,150218.11,30-39,False,1.1111111111111112,0,1,103838.75,Fair,0,0
604,34,7,0.0,2,1,1,188078.55,30-39,False,1.2857142857142856,1,0,1.0,Fair,0,1
662,39,5,139822.11,2,1,1,146219.9,30-39,False,1.4,0,1,69912.055,Fair,0,0
603,40,8,148897.02,1,0,0,105052.9,30-39,True,1.125,0,1,148898.02,Fair,0,1
660,28,1,118402.25,2,1,0,14288.93,<30,False,3.0,0,1,59202.125,Fair,1,1
557,36,1,113110.26,1,1,0,98413.1,30-39,True,2.0,0,1,113111.26,Poor,1,2
661,39,5,0.0,2,0,0,181461.46,30-39,False,1.4,1,0,1.0,Fair,0,1
561,34,1,78829.53,1,1,1,12148.2,30-39,False,2.0,0,0,78830.53,Poor,1,1
741,25,4,0.0,2,1,1,73873.65,<30,False,1.5,1,0,1.0,Very Good,0,1
710,30,10,133537.1,2,1,0,155593.74,<30,False,1.2,0,1,66769.55,Good,0,0
668,24,7,173962.32,1,0,0,106457.11,<30,True,1.1428571428571428,0,1,173963.32,Fair,0,1
539,34,4,91622.42,1,1,1,136603.42,30-39,False,1.25,0,0,91623.42,Poor,0,0
669,50,9,201009.64,1,1,0,158032.5,40-49,True,1.1111111111111112,0,1,201010.64,Fair,0,1
789,37,3,0.0,1,1,0,121883.87,30-39,True,1.3333333333333333,1,0,1.0,Very Good,0,2
603,35,1,105346.03,2,1,1,130379.5,30-39,False,3.0,0,1,52674.015,Fair,1,1
842,46,9,0.0,1,0,0,17268.02,40-49,True,1.1111111111111112,1,0,1.0,Excellent,0,2
755,43,6,165048.5,3,1,0,16929.41,40-49,False,1.5,0,1,55017.16666666666,Very Good,0,0
663,28,8,123674.28,2,1,1,87985.2,<30,False,1.25,0,1,61838.14,Fair,0,0
663,40,6,156218.19,1,0,1,33607.72,30-39,False,1.1666666666666667,0,1,156219.19,Fair,0,0
636,35,9,95478.17,1,0,0,169286.74,30-39,True,1.1111111111111112,0,0,95479.17,Fair,0,1
635,33,5,0.0,2,1,0,122949.71,30-39,False,1.4,1,0,1.0,Fair,0,1
699,34,2,117468.67,1,1,0,185227.42,30-39,True,1.5,0,1,117469.67,Good,1,2
469,31,6,0.0,1,1,0,146213.75,30-39,True,1.1666666666666667,1,0,1.0,Poor,0,2
764,39,5,81042.42,1,0,1,109805.17,30-39,False,1.2,0,0,81043.42,Very Good,0,0
757,51,1,0.0,1,1,1,22835.13,50-59,False,2.0,1,0,1.0,Very Good,1,2
685,35,9,0.0,1,1,0,167033.83,30-39,True,1.1111111111111112,1,0,1.0,Good,0,2
696,38,6,142316.14,1,1,1,8018.49,30-39,False,1.1666666666666667,0,1,142317.14,Good,0,0
591,31,8,0.0,1,1,1,141677.33,30-39,False,1.125,1,0,1.0,Fair,0,1
695,23,1,0.0,2,1,1,141756.32,<30,False,3.0,1,0,1.0,Good,1,2
699,35,5,0.0,2,1,1,78397.24,30-39,False,1.4,1,0,1.0,Good,0,1
563,26,7,0.0,2,0,0,6139.74,<30,False,1.2857142857142856,1,0,1.0,Poor,0,1
713,46,5,0.0,1,1,1,55701.62,40-49,False,1.2,1,0,1.0,Good,0,1
725,44,10,0.0,1,0,1,93777.61,40-49,False,1.1,1,0,1.0,Good,0,1
576,29,5,108541.04,1,1,1,126469.09,<30,False,1.2,0,1,108542.04,Poor,0,0
613,34,3,0.0,1,1,1,41724.72,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
610,49,6,113882.33,1,1,0,195813.81,40-49,True,1.1666666666666667,0,1,113883.33,Fair,0,1
558,38,8,113000.92,1,1,1,152872.39,30-39,False,1.125,0,1,113001.92,Poor,0,0
560,35,1,0.0,2,1,0,3701.63,30-39,False,3.0,1,0,1.0,Poor,1,2
506,35,6,110046.93,2,1,0,26318.73,30-39,False,1.3333333333333333,0,1,55024.465,Poor,0,0
485,51,7,144244.59,2,1,0,51113.14,50-59,False,1.2857142857142856,0,1,72123.295,Poor,0,0
538,62,3,75051.49,1,0,0,17682.02,60+,True,1.3333333333333333,0,0,75052.49,Poor,0,1
641,42,7,125437.14,2,0,0,164128.58,40-49,False,1.2857142857142856,0,1,62719.57,Fair,0,0
695,39,5,0.0,2,0,0,102763.69,30-39,False,1.4,1,0,1.0,Good,0,1
588,33,2,0.0,2,1,1,12483.56,30-39,False,2.0,1,0,1.0,Fair,1,2
615,32,4,0.0,2,1,1,6225.63,30-39,False,1.5,1,0,1.0,Fair,0,1
762,35,9,0.0,2,1,1,43075.7,30-39,False,1.2222222222222223,1,0,1.0,Very Good,0,1
663,26,5,141462.13,1,1,0,440.2,<30,True,1.2,0,1,141463.13,Fair,0,1
811,30,6,0.0,2,1,1,180591.32,<30,False,1.3333333333333333,1,0,1.0,Excellent,0,1
658,29,5,75395.53,2,0,1,54914.92,<30,False,1.4,0,0,37698.765,Fair,0,0
754,40,2,160625.17,1,0,1,3554.63,30-39,False,1.5,0,1,160626.17,Very Good,1,1
584,32,8,40172.91,1,1,1,137439.34,30-39,False,1.125,0,0,40173.91,Fair,0,0
665,44,7,0.0,2,1,1,66548.58,40-49,False,1.2857142857142856,1,0,1.0,Fair,0,1
662,33,0,103471.52,1,1,1,162703.0,30-39,False,,0,1,103472.52,Fair,1,1
715,35,2,141005.47,1,1,1,60407.93,30-39,False,1.5,0,1,141006.47,Good,1,1
786,34,9,0.0,2,1,0,144517.19,30-39,False,1.2222222222222223,1,0,1.0,Very Good,0,1
655,28,10,0.0,2,0,1,126565.21,<30,False,1.2,1,0,1.0,Fair,0,1
732,38,5,178787.54,1,1,1,195760.53,30-39,False,1.2,0,1,178788.54,Good,0,0
670,25,7,0.0,2,1,1,144723.38,<30,False,1.2857142857142856,1,0,1.0,Fair,0,1
576,26,8,0.0,2,0,1,34101.06,<30,False,1.25,1,0,1.0,Poor,0,1
584,47,5,0.0,2,1,0,89286.29,40-49,False,1.4,1,0,1.0,Fair,0,1
790,37,6,0.0,2,1,1,119484.01,30-39,False,1.3333333333333333,1,0,1.0,Very Good,0,1
626,37,2,133968.96,2,1,0,148689.65,30-39,False,2.0,0,1,66985.48,Fair,1,1
676,48,1,131659.59,2,0,1,14152.15,40-49,False,3.0,0,1,65830.795,Good,1,1
771,50,3,105229.72,1,1,1,16281.68,40-49,False,1.3333333333333333,0,1,105230.72,Very Good,0,0
691,30,7,116927.89,1,1,0,21198.39,<30,True,1.1428571428571428,0,1,116928.89,Good,0,1
520,38,5,0.0,2,1,0,163185.76,30-39,False,1.4,1,0,1.0,Poor,0,1
718,39,7,93148.74,2,1,1,190746.38,30-39,False,1.2857142857142856,0,0,46575.37,Good,0,0
764,24,7,106234.02,1,0,0,115676.38,<30,True,1.1428571428571428,0,1,106235.02,Very Good,0,1
493,32,8,46161.18,1,1,1,79577.4,30-39,False,1.125,0,0,46162.18,Poor,0,0
486,62,9,118356.89,2,1,0,168034.83,60+,False,1.2222222222222223,0,1,59179.445,Poor,0,0
825,32,9,0.0,2,0,0,9751.03,30-39,False,1.2222222222222223,1,0,1.0,Excellent,0,1
684,35,3,99967.76,1,1,1,176882.08,30-39,False,1.3333333333333333,0,1,99968.76,Good,0,0
585,34,1,0.0,1,1,1,75503.6,30-39,False,2.0,1,0,1.0,Fair,1,2
745,51,3,99183.9,1,1,1,28922.25,50-59,False,1.3333333333333333,0,1,99184.9,Very Good,0,0
842,29,8,0.0,2,1,1,123437.05,<30,False,1.25,1,0,1.0,Excellent,0,1
573,35,9,206868.78,2,0,1,102986.15,30-39,False,1.2222222222222223,0,1,103435.39,Poor,0,0
564,42,7,99824.45,1,1,1,36721.4,40-49,False,1.1428571428571428,0,1,99825.45,Poor,0,0
715,32,3,104857.19,2,1,0,114149.8,30-39,False,1.6666666666666663,0,1,52429.595,Good,0,0
714,53,1,99141.86,1,1,1,72496.05,50-59,False,2.0,0,1,99142.86,Good,1,1
550,33,9,72788.03,1,1,1,103608.06,30-39,False,1.1111111111111112,0,0,72789.03,Poor,0,0
556,30,7,0.0,2,1,1,186648.19,<30,False,1.2857142857142856,1,0,1.0,Poor,0,1
545,44,2,127536.44,1,1,0,108398.63,40-49,True,1.5,0,1,127537.44,Poor,1,2
430,38,9,0.0,2,1,1,12050.77,30-39,False,1.2222222222222223,1,0,1.0,Poor,0,1
659,29,9,82916.48,1,1,1,84133.48,<30,False,1.1111111111111112,0,0,82917.48,Fair,0,0
628,51,9,155903.82,2,1,1,71159.84,50-59,False,1.2222222222222223,0,1,77952.91,Fair,0,0
581,30,0,53291.86,1,0,0,196582.28,<30,True,,0,0,53292.86,Fair,1,2
556,36,2,134208.22,1,0,1,177670.57,30-39,False,1.5,0,1,134209.22,Poor,1,1
